80,1293792,3,7,0.271994048,0.605443329,20,0,8.666666667,10.26320288,5840,0.1,1658.142857,2137.29708,8991.398927,7.72921768,0.64234381,430865.8067,0.756451424,0.059421902,747,0.318528789,523.9661249,0.355500908,0.074519926,1293746,215624.3333,527671.9348,1292730,2,0.2,0.3,0.4,0.5,72,152,2.318765304,5.410452376,0.6,5840.1,1057.545455,1853.437529,3435230.673,0.7,0.8,0.9,1,0.10,0.11,0.12,0.13,2.1,1163.3,8.666666667.1,1658.142857.1,72.1,0.14,0.15,0.16,0.17,0.18,0.19,3.1,0.271994048.1,7.1,0.605443329.1,8192,229,2.2,20.1,0.20,0.21,0.22,0.23,0.24,0.25,0.26,0.27,Predicted_Label
80,4421382,4,0,0.265642719,0.0,6,6,6.0,0.0,0,0,0.0,0.0,5.42816703,0.904694505,0.768232936,2552042.631,0.822544382,0.315435711,4421382,0.763497796,2552042.631,0.822544382,0.313491467,0,0.0,0.0,0,0,0,0,0,0,80,0,0.904694505,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,0.265642719,0,0.0,256,-1,3,20,0,0,0,0,0,0,0,0,1
80,1083538,3,6,0.271994048,0.605409884,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,10730.58813,8.306123089,0.639122192,377725.315,0.746296883,0.20216362,12982,0.471876839,8165.669109,0.506078875,0.35351657,1083407,216681.4,477167.0977,1070206,41,0,0,0,0,72,132,2.768707696,5.537415393,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,0.271994048,6,0.605409884,8192,229,2,20,0,0,0,0,0,0,0,0,1
80,80034360,8,4,0.333659075,0.605409884,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,145.6499433,0.149935603,0.854596571,21100000.0,0.971485162,0.105250672,78700000,0.87251639,26300000.0,0.971485162,0.296373061,1354806,451602.0,777575.2592,1349464,190,0,0,0,0,172,92,0.099957068,0.049978534,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,0.333659075,4,0.605409884,256,229,6,20,939,0,939,939,39300000,44200000,70600000,8072664,1
80,642654,3,6,0.271994048,0.605443329,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,18101.49785,14.0044254,0.610867878,226824.6943,0.71880163,0.074982092,801,0.322270966,540.9366876,0.358243735,0.158277623,642493,128498.6,286885.1169,641694,3,0,0,0,0,72,132,4.668141799,9.336283599,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,0.271994048,6,0.605443329,8192,229,2,20,0,0,0,0,0,0,0,0,1
80,79731718,8,5,0.333659075,0.605409884,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,146.2027947,0.163046781,0.849685371,20300000.0,0.971485162,0.205895316,78400000,0.87251639,26400000.0,0.971485162,0.280327641,1357061,339265.25,675686.8666,1352792,138,0,0,0,0,172,112,0.100336481,0.062710301,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,0.333659075,5,0.605409884,256,229,6,20,911,0,911,911,39200000,44400000,70600000,7766504,1
80,306157,3,6,0.271994048,0.605443329,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,37996.84476,29.39668209,0.570761802,107926.2565,0.67888464,0.074982092,649,0.310990794,432.0422433,0.346573405,0.161034882,306140,61228.0,136481.48,305373,3,0,0,0,0,72,132,9.798894031,19.59778806,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,0.271994048,6,0.605443329,8192,229,2,20,0,0,0,0,0,0,0,0,1
80,79780371,8,4,0.333659075,0.605443329,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,146.1888414,0.150412938,0.85442465,21300000.0,0.97186452,0.222349546,78900000,0.872994214,26500000.0,0.97186452,0.220979055,908641,302880.3333,522433.2157,906133,191,0,0,0,0,172,92,0.100275292,0.050137646,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,0.333659075,4,0.605443329,256,229,6,20,877,0,877,877,39400000,44800000,71100000,7755492,1
80,682575,3,5,0.271994048,0.605443329,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17042.81581,11.72032377,0.621349898,257484.0143,0.722031239,0.037491046,1047,0.336636276,738.9265863,0.373793654,0.037259963,682523,170630.75,340532.4613,681429,4,0,0,0,0,72,112,4.395121415,7.325202359,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,0.271994048,5,0.605443329,8192,229,2,20,0,0,0,0,0,0,0,0,1
80,79098660,8,6,0.333659075,0.605443329,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,147.4487684,0.176994149,0.844924845,19600000.0,0.97186452,0.209386085,78200000,0.87251639,26600000.0,0.97186452,0.236882153,908504,181700.8,404872.5987,905957,47,0,0,0,0,172,132,0.101139514,0.075854635,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,0.333659075,6,0.605443329,256,229,6,20,739,0,739,739,39100000,45300000,71100000,7073920,1
80,670265,3,6,0.271994048,0.605443329,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,17355.82195,13.42752493,0.613143159,236570.5187,0.721063012,0.074982092,868,0.326578793,609.5260454,0.363591037,0.074519926,670104,134020.8,299210.7799,669265,3,0,0,0,0,72,132,4.475841645,8.951683289,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,0.271994048,6,0.605443329,8192,229,2,20,0,0,0,0,0,0,0,0,1
80,79099557,7,6,0.324480007,0.605443329,20,0,7.142857143,6.094494002,4380,0,1934.5,2177.344966,147.3712425,0.164349846,0.849254819,20400000.0,0.97186452,0.15633485,78200000,0.880527762,28600000.0,0.97186452,0.289195113,908620,181724.0,404327.3646,905004,17,0,0,0,0,152,132,0.088496071,0.075853775,0,4380,833.0714286,1674.294362,2803261.61,0,0,0,0,1,0,0,0,0,897.1538462,7.142857143,1934.5,152,0,0,0,0,0,0,7,0.324480007,6,0.605443329,256,229,5,20,888,0,888,888,39100000,45300000,71100000,7071788,1
80,1270646,3,6,0.271994048,0.605443329,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9155.18563,7.083011319,0.647738041,448864.6618,0.755485743,0.074982092,751,0.3188151,460.3265146,0.352305144,0.211354359,1270568,254113.6,567737.9625,1269714,3,0,0,0,0,72,132,2.361003773,4.722007546,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,0.271994048,6,0.605443329,8192,229,2,20,0,0,0,0,0,0,0,0,1
